R;Spieler;Team;Pos;GP;G;SOG;S%;SOG/GP
185;Bianchi Elias;HC Ambri-Piotta;Stürmer;47;5;46;10.87;0.98
186;Trunz Adrian;HC Ambri-Piotta;Verteidiger;43;4;45;8.89;1.05
187;Friedli Samuel;Genève-Servette HC;Stürmer;47;1;45;2.22;0.96
188;Domenichelli Hnat;HC Lugano;Stürmer;17;6;45;13.33;2.65
189;Camichel Duri;SC Rapperswil-Jona Lakers;Stürmer;45;6;45;13.33;1.00
190;Brown Dustin;ZSC Lions;Stürmer;16;8;45;17.78;2.81
191;Laich Brooks;Kloten Flyers;Stürmer;19;6;44;13.64;2.32
192;Lashoff Matt;ZSC Lions;Verteidiger;49;1;43;2.33;0.88
193;Gmür Sandro;SC Rapperswil-Jona Lakers;Verteidiger;50;1;43;2.33;0.86
194;Gerber Adrian;SCL Tigers;Stürmer;47;4;43;9.30;0.91
195;Brügger Sandro;Fribourg-Gottéron;Stürmer;33;6;43;13.95;1.30
196;Baltisberger Chris;ZSC Lions;Stürmer;49;2;43;4.65;0.88
197;Spurgeon Jared;SCL Tigers;Verteidiger;12;3;42;7.14;3.50
198;Simion Dario;HC Lugano;Stürmer;37;3;42;7.14;1.14
199;Randegger Gian-Andrea;Genève-Servette HC;Verteidiger;50;2;42;4.76;0.84
200;Randegger Flurin;SC Bern;Verteidiger;34;2;42;4.76;1.24
201;Botter Cédric;Fribourg-Gottéron;Stürmer;46;4;42;9.52;0.91
202;Abplanalp Marc;Fribourg-Gottéron;Verteidiger;46;0;42;0;0.91
203;Sutter Fabian;EV Zug;Stürmer;49;8;41;19.51;0.84
204;Haas Lukas;SCL Tigers;Stürmer;38;3;41;7.32;1.08
205;Christen Björn;EV Zug;Stürmer;27;2;41;4.88;1.52
206;Alatalo Santeri;HC Davos;Verteidiger;36;0;40;0;1.11
207;Trachsler Morris;ZSC Lions;Stürmer;46;6;39;15.38;0.85
208;Collenberg Franco;SC Bern;Verteidiger;43;4;39;10.26;0.91
209;Birbaum Alain;Fribourg-Gottéron;Verteidiger;50;1;39;2.56;0.78
210;Raffainer Raeto;HC Ambri-Piotta;Stürmer;38;0;38;0;1.00
211;Grieder Marc;EHC Biel;Verteidiger;35;2;37;5.41;1.06
212;Füglister Jeffrey;EHC Biel;Stürmer;34;2;37;5.41;1.09
213;Back Rene;HC Davos;Verteidiger;49;2;37;5.41;0.76
214;Schlumpf Dominik;HC Lugano;Verteidiger;50;2;36;5.56;0.72
215;Carle Mathieu;Genève-Servette HC;Verteidiger;12;0;36;0;3.00
216;Nüssli Thomas;SCL Tigers;Stürmer;17;2;35;5.71;2.06
217;Lakhmatov Vitaly;HC Ambri-Piotta;Stürmer;35;1;35;2.86;1.00
218;Joggi Mathias;HC Davos;Stürmer;44;2;35;5.71;0.80
219;Wichser Adrian;SC Rapperswil-Jona Lakers;Stürmer;41;5;34;14.71;0.83
220;Liniger Michael;Kloten Flyers;Stürmer;18;3;34;8.82;1.89
221;Fischer Patrick;EV Zug;Verteidiger;49;3;34;8.82;0.69
222;Kobach Reto;HC Ambri-Piotta;Verteidiger;36;0;33;0;0.92
223;Berger Alain;SC Bern;Stürmer;20;2;33;6.06;1.65
224;Stoop Lukas;Kloten Flyers;Verteidiger;28;2;32;6.25;1.14
225;Berger Nils;SC Rapperswil-Jona Lakers;Stürmer;38;1;32;3.12;0.84
226;Guerra Samuel;HC Davos;Verteidiger;42;2;31;6.45;0.74
227;Gossweiler Manuel;EHC Biel;Verteidiger;47;1;31;3.23;0.66
228;Rizzi Sandro;HC Davos;Verteidiger;41;3;30;10;0.73
229;Schneuwly Cédric;EV Zug;Stürmer;48;1;29;3.45;0.60
230;Rexha Alban;SCL Tigers;Stürmer;42;3;29;10.34;0.69
231;Kreps Kamil;Kloten Flyers;Stürmer;22;2;29;6.90;1.32
232;Desharnais David;Fribourg-Gottéron;Stürmer;16;4;29;13.79;1.81
233;Morant Johan;HC Lugano;Verteidiger;23;2;28;7.14;1.22
234;Gerber Roland;Genève-Servette HC;Stürmer;47;2;28;7.14;0.60
235;Brunner Adrian;SCL Tigers;Stürmer;26;1;28;3.57;1.08
236;Botta Roman;HC Ambri-Piotta;Stürmer;25;3;28;10.71;1.12
237;Schnyder Daniel;ZSC Lions;Verteidiger;49;2;27;7.41;0.55
238;Nummelin Petteri;HC Lugano;Verteidiger;11;4;27;14.81;2.45
239;Moser Christian;SCL Tigers;Verteidiger;47;1;27;3.70;0.57
240;Lindemann Kim;SCL Tigers;Verteidiger;41;1;27;3.70;0.66
241;Lauper Adrien;Fribourg-Gottéron;Stürmer;44;1;27;3.70;0.61
242;Grassi Daniele;HC Ambri-Piotta;Stürmer;22;0;27;0;1.23
243;Ennis Tyler;SCL Tigers;Stürmer;9;3;27;11.11;3.00
244;Camenzind Andreas;SC Rapperswil-Jona Lakers;Verteidiger;15;3;27;11.11;1.80
245;Profico Leandro;HC Lugano;Verteidiger;40;4;26;15.38;0.65
246;MacMurchy Ryan;EHC Biel;Stürmer;7;7;26;26.92;3.71
247;Gloor Kevin;EHC Biel;Verteidiger;38;1;26;3.85;0.68
248;Untersander Ramon;EHC Biel;Verteidiger;29;0;25;0;0.86
249;Spylo Ahren;EHC Biel;Stürmer;9;4;25;16;2.78
250;Sidler Patrick;HC Ambri-Piotta;Verteidiger;44;3;25;12;0.57
251;Furrer Andreas;EV Zug;Verteidiger;34;1;25;4;0.74
252;Fritsche John;Genève-Servette HC;Stürmer;45;3;25;12;0.56
253;Stettler Martin;SCL Tigers;Verteidiger;31;0;24;0;0.77
254;Lindemann Sven;EV Zug;Stürmer;49;2;24;8.33;0.49
255;Cadieux Jan;Fribourg-Gottéron;Stürmer;49;1;23;4.35;0.47
256;Blaser Yannick;EV Zug;Verteidiger;29;3;23;13.04;0.79
257;Popovic Mark;SCL Tigers;Verteidiger;11;1;22;4.55;2.00
258;Pacioretty Max;HC Ambri-Piotta;Stürmer;5;1;22;4.55;4.40
259;Merola Melvin;Fribourg-Gottéron;Stürmer;31;1;22;4.55;0.71
260;Deruns Thomas;SC Bern;Stürmer;26;1;22;4.55;0.85
261;Bühler Cyrill;ZSC Lions;Stürmer;39;1;22;4.55;0.56
262;Bomersback Mark;SCL Tigers;Stürmer;12;2;22;9.09;1.83
263;Antonietti Eliot;Genève-Servette HC;Verteidiger;39;0;22;0;0.56
264;Sieber Lukas;HC Davos;Stürmer;15;3;21;14.29;1.40
265;Schulthess Marc;HC Ambri-Piotta;Verteidiger;42;0;21;0;0.50
266;Neher Lars;Kloten Flyers;Stürmer;39;1;21;4.76;0.54
267;Moggi Sandro;SCL Tigers;Stürmer;20;4;21;19.05;1.05
268;Brûlé Gilbert;ZSC Lions;Stürmer;14;0;21;0;1.50
269;Steiner Nicholas;Kloten Flyers;Verteidiger;49;2;20;10;0.41
270;El Assaoui Sami;SCL Tigers;Verteidiger;14;2;20;10;1.43
271;Ehlers Nikolaj;EHC Biel;Stürmer;11;1;19;5.26;1.73
272;Corvi Enzo;HC Davos;Stürmer;31;0;19;0;0.61
273;Leone Robin;Kloten Flyers;Stürmer;30;1;18;5.56;0.60
274;Eriksson Loui;HC Davos;Stürmer;7;3;18;16.67;2.57
275;Duchene Matt;HC Ambri-Piotta;-;4;2;18;11.11;4.50
276;Zangger Sandro;ZSC Lions;Stürmer;11;0;17;0;1.55
277;Kienzle Lorenz;HC Lugano;Verteidiger;40;1;17;5.88;0.42
278;Dvorak Radek;HC Davos;Stürmer;7;3;17;17.65;2.43
279;Bonnet Julien;HC Ambri-Piotta;Verteidiger;36;1;17;5.88;0.47
280;Bianchi Mattia;HC Ambri-Piotta;Stürmer;32;4;17;23.53;0.53
281;Willsie Brian;Kloten Flyers;Stürmer;6;1;16;6.25;2.67
282;Savary Paul;Genève-Servette HC;Stürmer;25;1;16;6.25;0.64
283;Fazzini Luca;HC Lugano;Stürmer;21;2;16;12.5;0.76
284;Di Pietro Paul;HC Lugano;Stürmer;15;0;16;0;1.07
285;Zubler Patrick;EV Zug;Verteidiger;30;0;15;0;0.50
286;Weber Tim;HC Ambri-Piotta;Stürmer;34;0;15;0;0.44
287;Walsky Eric;Genève-Servette HC;Stürmer;17;1;15;6.67;0.88
288;Stoffel Andri;ZSC Lions;Verteidiger;34;0;15;0;0.44
289;Linglet Charles;HC Lugano;Stürmer;5;2;15;13.33;3.00
290;Giroux Alexandre;Kloten Flyers;Stürmer;4;3;15;20;3.75
291;Polak Vojtech;HC Davos;Stürmer;5;0;14;0;2.80
292;Pivron Pierrick;HC Lugano;Stürmer;16;2;14;14.29;0.88
293;Herzog Fabrice;EV Zug;Stürmer;20;2;14;14.29;0.70
294;Del Zotto Michael;SC Rapperswil-Jona Lakers;Verteidiger;9;2;14;14.29;1.56
295;Salmelainen Tony;Genève-Servette HC;Stürmer;7;1;13;7.69;1.86
296;Rouiller Anthony;EHC Biel;Verteidiger;11;0;12;0;1.09
297;Grauwiler Lukas;SC Bern;Stürmer;17;0;12;0;0.71
298;Gerber Lukas;Fribourg-Gottéron;Verteidiger;20;0;12;0;0.60
299;Von Arx Jan;HC Davos;Verteidiger;20;0;11;0;0.55
300;Sterchi Simon;SCL Tigers;Stürmer;26;0;11;0;0.42
301;Welti Marc;SC Rapperswil-Jona Lakers;Verteidiger;23;0;10;0;0.43
302;Ulmer Martin;EHC Biel;Stürmer;10;2;10;20;1.00
303;Lehtonen Mikko;ZSC Lions;Stürmer;6;1;10;10;1.67
304;Camichel Corsin;HC Davos;Stürmer;15;1;10;10;0.67
305;Sykora Petr;SC Bern;-;5;2;9;22.22;1.80
306;Erni Samuel;EV Zug;Verteidiger;5;0;9;0;1.80
307;Schommer Patrick;HC Davos;Stürmer;15;1;8;12.5;0.53
308;Rossi Matthias;EV Zug;Stürmer;16;0;8;0;0.50
309;Campoli Chris;EHC Biel;Verteidiger;4;0;8;0;2.00
310;Camperchioli Luca;SC Rapperswil-Jona Lakers;Verteidiger;20;1;8;12.5;0.40
311;Berthon Eliot;Genève-Servette HC;Stürmer;10;0;8;0;0.80
312;Sutter Sebastian;EHC Biel;Stürmer;21;1;7;14.29;0.33
313;Sushinsky Maxim;Fribourg-Gottéron;Stürmer;3;1;7;14.29;2.33
314;Schäublin Olivier;Fribourg-Gottéron;Verteidiger;5;1;7;14.29;1.40
315;Müller Pascal;Kloten Flyers;Verteidiger;21;0;7;0;0.33
316;McCarthy Steve;ZSC Lions;Verteidiger;8;0;7;0;0.88
317;Giroux Ray;HC Ambri-Piotta;Verteidiger;4;0;7;0;1.75
318;Frick Lukas;Kloten Flyers;Verteidiger;21;1;7;14.29;0.33
319;Dotti Isacco;HC Ambri-Piotta;Verteidiger;12;0;7;0;0.58
320;Casserini Giacomo;HC Ambri-Piotta;Verteidiger;23;1;7;14.29;0.30
321;Bagnoud Christopher;Kloten Flyers;Verteidiger;43;0;7;0;0.16
322;Winkler Benjamin;SC Rapperswil-Jona Lakers;Verteidiger;29;0;6;0;0.21
323;Thöny Gian-Andrea;SC Rapperswil-Jona Lakers;Stürmer;16;0;6;0;0.38
324;Büsser Thomas;SC Rapperswil-Jona Lakers;Verteidiger;16;0;6;0;0.38
325;Lüthi Valentin;SCL Tigers;Verteidiger;6;0;5;0;0.83
326;Lampman Bryce;SCL Tigers;Verteidiger;5;0;5;0;1.00
327;Kubina Pavel;Genève-Servette HC;Verteidiger;3;0;5;0;1.67
328;Hoffmann Luka;Kloten Flyers;Stürmer;13;0;5;0;0.38
329;Hoehener Martin;HC Ambri-Piotta;Verteidiger;8;0;5;0;0.62
330;Hänni Andreas;SC Bern;Verteidiger;21;0;5;0;0.24
331;Fretter Colton;Kloten Flyers;Stürmer;2;0;5;0;2.50
332;Loichat Michaël;SC Bern;Stürmer;5;0;4;0;0.80
333;Kreis Samuel;SC Bern;Verteidiger;7;0;4;0;0.57
334;Kamerzin Jérémie;Genève-Servette HC;Verteidiger;5;0;4;0;0.80
335;Diem Nolan;EV Zug;Stürmer;16;1;4;25;0.25
336;Widmer Steven;ZSC Lions;Stürmer;2;0;3;0;1.50
337;Schmutz Julian;SC Bern;Stürmer;5;0;3;0;0.60
338;Praplan Vincent;Kloten Flyers;Stürmer;5;0;3;0;0.60
339;Dal Pian Giacomo;HC Lugano;Stürmer;7;1;3;33.33;0.43
340;Savary Jean;Genève-Servette HC;Stürmer;12;0;2;0;0.17
341;Müller Marco;SC Bern;Stürmer;8;0;2;0;0.25
342;Marzan Nicolas;SC Rapperswil-Jona Lakers;Verteidiger;9;0;2;0;0.22
343;Gianinazzi Luca;HC Lugano;Verteidiger;4;0;2;0;0.50
344;Gerber Tom;SCL Tigers;Stürmer;5;0;2;0;0.40
345;Gähler Jorden;Kloten Flyers;Verteidiger;9;0;2;0;0.22
346;Donati Gianni;HC Ambri-Piotta;Stürmer;10;0;2;0;0.20
347;Tremblay Alexandre;ZSC Lions;Stürmer;1;0;1;0;1.00
348;Sutter Dave;Genève-Servette HC;Verteidiger;3;0;1;0;0.33
349;Schefer Philipp;EV Zug;Verteidiger;13;0;1;0;0.08
350;Sataric Rajan;EHC Biel;Verteidiger;2;0;1;0;0.50
351;Neuenschwander Jan;HC Davos;Stürmer;2;0;1;0;0.50
352;Mora Loic;Genève-Servette HC;Stürmer;2;0;1;0;0.50
353;Küng Vincenzo;HC Davos;Stürmer;1;0;1;0;1.00
354;Kast Timothy;Fribourg-Gottéron;Stürmer;1;0;1;0;1.00
355;Heldstab Beat;SC Bern;Verteidiger;1;0;1;0;1.00
356;Hächler Cedric;ZSC Lions;Verteidiger;4;1;1;100;0.25
357;Frei Lars;SC Rapperswil-Jona Lakers;Stürmer;1;0;1;0;1.00
358;Eigenmann Daniel;EHC Biel;Verteidiger;1;0;1;0;1.00
359;Blatter Florian;HC Lugano;Verteidiger;6;0;1;0;0.17
360;Zandovskis Juris;Fribourg-Gottéron;Stürmer;1;0;0;-;0.00
361;Wyss Silvan;EHC Biel;Stürmer;1;0;0;-;0.00
362;Wildhaber David;Fribourg-Gottéron;Verteidiger;3;0;0;-;0.00
363;Wenger Michael;SCL Tigers;Stürmer;3;0;0;-;0.00
364;Ulmann Tim;ZSC Lions;Stürmer;1;0;0;-;0.00
365;Schmuckli Florian;EV Zug;Verteidiger;11;0;0;-;0.00
366;Rühl Daniel;EV Zug;Verteidiger;1;0;0;-;0.00
367;Ranov Anton;HC Davos;Stürmer;2;0;0;-;0.00
368;Paschoud Claude-C.;HC Davos;Verteidiger;2;0;0;-;0.00
369;Montandon Arnaud;SCL Tigers;Stürmer;1;0;0;-;0.00
370;Leonelli Nicolas;Genève-Servette HC;Stürmer;1;0;0;-;0.00
371;Jeitziner Alexander;Fribourg-Gottéron;Verteidiger;6;0;0;-;0.00
372;Grossniklaus Tim;SC Bern;Verteidiger;2;0;0;-;0.00
373;Erb Raphael;Fribourg-Gottéron;Verteidiger;1;0;0;-;0.00
374;Dähler Florian;Fribourg-Gottéron;Stürmer;1;0;0;-;0.00
375;Cadonau Claudio;EHC Biel;Verteidiger;1;0;0;-;0.00
